year,county,town,incidentDate,incidentTime,city,officerName,officerid,location,type,officerSex,officerRace,townCounty
2012,Bergen County,Teaneck,11/17/12,3:34,,Adam R Lohsen,AdamRLohsenTeaneck,140 Robinson St,Suspicious Person,Not listed,,"Teaneck, Bergen County"
2012,Bergen County,Teaneck,10/30/12,3:28,,Adam R Lohsen,AdamRLohsenTeaneck,640 American Legion Drive,Crime In Progress,Not listed,,"Teaneck, Bergen County"
2015,Bergen County,Teaneck,5/29/15,16:40,Teaneck,Adam R Lohsen,AdamRLohsenTeaneck,"1203 Teaneck Road, New Jersey 07666",Crime In Progress,Not listed,,"Teaneck, Bergen County"
2012,Essex County,Newark,9/2/12,23:00,,Adam S Berger,AdamSBergerNewark,S. Burnett St / Elmwood Ave E.O,Other: Eluding / Agg. Assault On Police,Male,WHITE,"Newark, Essex County"
2012,Essex County,Newark,9/2/12,23:00,,Adam S Berger,AdamSBergerNewark,S. Burnett St / Elmwood Ave E.O,Other: Eluding / Agg. Assault On Police,Male,WHITE,"Newark, Essex County"
2012,Essex County,Newark,10/22/12,23:45,,Adam S Berger,AdamSBergerNewark,87 Norfolk St,Other: Narcotics Violations,Male,WHITE,"Newark, Essex County"
2012,Essex County,Newark,10/22/12,23:45,,Adam S Berger,AdamSBergerNewark,87 Norfolk St,Other: Narcotics Violations,Male,WHITE,"Newark, Essex County"
2012,Cumberland County,Vineland,1/23/12,1:13,,Adam Shaw,AdamShawVineland,"1976 N East Ave, 229",Domestic,Male,WHITE,"Vineland, Cumberland County"
2012,Cumberland County,Vineland,12/21/12,16:53,,Adam Shaw,AdamShawVineland,1070 W Landis Ave,Crime In Progress,Male,WHITE,"Vineland, Cumberland County"
2012,Cumberland County,Vineland,12/22/12,21:51,,Adam Shaw,AdamShawVineland,8 W Landis Ave,Crime In Progress,Male,WHITE,"Vineland, Cumberland County"
2012,Cumberland County,Vineland,12/30/12,23:50,,Adam Shaw,AdamShawVineland,"794 E Walnut Rd, 3C",Other Dispute,Male,WHITE,"Vineland, Cumberland County"
2013,Cumberland County,Vineland,7/14/13,2:17,,Adam Shaw,AdamShawVineland,1070 W Landis Ave,Crime In Progress,Male,WHITE,"Vineland, Cumberland County"
2013,Cumberland County,Vineland,4/26/13,2:26,,Adam Shaw,AdamShawVineland,Northeast Blvd/E Park Ave,Traffic Stop,Male,WHITE,"Vineland, Cumberland County"
2012,Cumberland County,Vineland,7/14/12,23:32,,Adam Shaw,AdamShawVineland,720 S Seventh St,Other Dispute,Male,WHITE,"Vineland, Cumberland County"
2013,Cumberland County,Vineland,5/4/13,1:54,,Adam Shaw,AdamShawVineland,1628 S Delsea Dr,Crime In Progress,Male,WHITE,"Vineland, Cumberland County"
2012,Cumberland County,Vineland,7/16/12,23:15,,Adam Shaw,AdamShawVineland,S Second St/W Grape St,Crime In Progress,Male,WHITE,"Vineland, Cumberland County"
2012,Cumberland County,Vineland,10/9/12,23:20,,Adam Shaw,AdamShawVineland,417 W Chestnut Ave,Crime In Progress,Male,WHITE,"Vineland, Cumberland County"
2012,Cumberland County,Vineland,10/10/12,23:46,,Adam Shaw,AdamShawVineland,E Landis Ave/Eighth St,Crime In Progress,Male,WHITE,"Vineland, Cumberland County"
2012,Cumberland County,Vineland,3/23/12,16:24,,Adam Shaw,AdamShawVineland,Eighth St/E Landis Ave,Crime In Progress,Male,WHITE,"Vineland, Cumberland County"
2012,Cumberland County,Vineland,7/23/12,0:09,,Adam Shaw,AdamShawVineland,S Seventh St/E Walnut Rd,Traffic Stop,Male,WHITE,"Vineland, Cumberland County"
2013,Cumberland County,Vineland,7/7/13,22:09,,Adam Shaw,AdamShawVineland,710 Florence Ave,Domestic,Male,WHITE,"Vineland, Cumberland County"
2012,Cumberland County,Vineland,7/24/12,3:06,,Adam Shaw,AdamShawVineland,1494 Washington Ave,Crime In Progress,Male,WHITE,"Vineland, Cumberland County"
2012,Cumberland County,Vineland,7/26/12,4:54,,Adam Shaw,AdamShawVineland,"1102 New Peach St, 2",Crime In Progress,Male,WHITE,"Vineland, Cumberland County"
2012,Cumberland County,Vineland,7/29/12,18:16,,Adam Shaw,AdamShawVineland,73 Villa Ave,Domestic,Male,WHITE,"Vineland, Cumberland County"
2013,Cumberland County,Vineland,3/9/13,0:28,,Adam Shaw,AdamShawVineland,504 Broadlawn Ter,Crime In Progress,Male,WHITE,"Vineland, Cumberland County"
2012,Cumberland County,Vineland,5/4/12,22:35,,Adam Shaw,AdamShawVineland,"998 W Landis Ave, 225",Domestic,Male,WHITE,"Vineland, Cumberland County"
2012,Cumberland County,Vineland,5/11/12,1:35,,Adam Shaw,AdamShawVineland,596 Northwest Blvd,Crime In Progress,Male,WHITE,"Vineland, Cumberland County"
2012,Cumberland County,Vineland,5/13/12,0:18,,Adam Shaw,AdamShawVineland,712 S East Ave,Domestic,Male,WHITE,"Vineland, Cumberland County"
2012,Cumberland County,Vineland,5/27/12,0:49,,Adam Shaw,AdamShawVineland,"890 E Walnut Rd, 48",Domestic,Male,WHITE,"Vineland, Cumberland County"
2012,Cumberland County,Vineland,5/28/12,16:57,,Adam Shaw,AdamShawVineland,"729 E Chestnut Ave, 18A",Domestic,Male,WHITE,"Vineland, Cumberland County"
2012,Cumberland County,Vineland,12/16/12,0:47,,Adam Shaw,AdamShawVineland,S Second St/W Montrose St,Traffic Stop,Male,WHITE,"Vineland, Cumberland County"
2014,Cumberland County,Vineland,8/31/14,1:51,,Adam Shaw,AdamShawVineland,1628 S Delsea Dr,Crime In Progress,Male,WHITE,"Vineland, Cumberland County"
2015,Cumberland County,Vineland,7/20/15,1:11,,Adam Shaw,AdamShawVineland,E Oak Rd / N Main Rd,Traffic Stop,Male,WHITE,"Vineland, Cumberland County"
2014,Cumberland County,Vineland,7/2/14,17:07,,Adam Shaw,AdamShawVineland,2321 S Delsea Dr,Other: Nothing,Male,WHITE,"Vineland, Cumberland County"
2014,Cumberland County,Vineland,8/8/14,18:15,,Adam Shaw,AdamShawVineland,500 E Park Ave,Domestic,Male,WHITE,"Vineland, Cumberland County"
2016,Cumberland County,Vineland,6/28/16,0:17,,Adam Shaw,AdamShawVineland,E Landis Ave/East Ave,Domestic,Male,WHITE,"Vineland, Cumberland County"
2016,Cumberland County,Vineland,10/16/16,12:12,,Adam Shaw,AdamShawVineland,Park Ave/Park Lane,Crime In Progress,Male,WHITE,"Vineland, Cumberland County"
2016,Cumberland County,Vineland,2/27/16,22:34,,Adam Shaw,AdamShawVineland,800 College Dr,Crime In Progress,Male,WHITE,"Vineland, Cumberland County"
2016,Cumberland County,Vineland,5/10/16,16:26,,Adam Shaw,AdamShawVineland,712 E Cherry St,Crime In Progress,Male,WHITE,"Vineland, Cumberland County"
2016,Cumberland County,Vineland,9/16/16,22:01,,Adam Shaw,AdamShawVineland,122 S Delsea Dr,Crime In Progress,Male,WHITE,"Vineland, Cumberland County"
2015,Camden County,Camden,10/7/15,20:20,Camden,Adam Tuvel,AdamTuvelCamden,"1216 Walnut Street, Direction: E.f, NJ 08103",Domestic,Not listed,,"Camden, Camden County"
2015,Camden County,Camden,8/29/15,2:11,Camden,Adam Tuvel,AdamTuvelCamden,"1164 Whitman Avenue, Direction: W, NJ 08104",Other: Pedestrian Stop,Not listed,,"Camden, Camden County"
2015,Camden County,Camden,8/31/15,2:44,Camden,Adam Tuvel,AdamTuvelCamden,"1547 Louis Street, Direction: S, NJ 08105",Other: Fight,Not listed,,"Camden, Camden County"
2015,Camden County,Camden,8/31/15,2:09,Camden,Adam Tuvel,AdamTuvelCamden,"1547 Louis Street, Direction: S, NJ 08104",Other: Fight,Not listed,,"Camden, Camden County"
2013,Camden County,Camden,12/22/13,20:52,,Adam Tuvel,AdamTuvelCamden,4th & Liberty Street,Suspicious Person,Not listed,,"Camden, Camden County"
2014,Camden County,Camden,8/21/14,22:13,,Adam Tuvel,AdamTuvelCamden,Wildwood / Park,Suspicious Person,Not listed,,"Camden, Camden County"
2014,Camden County,Camden,1/12/14,22:15,,Adam Tuvel,AdamTuvelCamden,Detective bureau,Other: Suicidal Prisoner,Male,WHITE,"Camden, Camden County"
2014,Camden County,Camden,2/16/14,18:17,,Adam Tuvel,AdamTuvelCamden,10th & Pearl Street,Traffic Stop,Not listed,,"Camden, Camden County"
2014,Camden County,Camden,6/17/14,19:51,,Adam Tuvel,AdamTuvelCamden,Mt. Ephraim / Mechanic,Traffic Stop,Not listed,,"Camden, Camden County"
2014,Camden County,Camden,6/17/14,21:30,,Adam Tuvel,AdamTuvelCamden,Carl Miller / Hollowell,Other: Foot Pursuit,Not listed,,"Camden, Camden County"
2014,Camden County,Camden,3/28/14,18:18,,Adam Tuvel,AdamTuvelCamden,Louis / Sheridan,Crime In Progress,Not listed,,"Camden, Camden County"
2016,Camden County,Camden,1/7/16,23:49,,Adam Tuvel,AdamTuvelCamden,Mt. Ephraim Ave. / Kaighn Avenue,Other: Resisting Arrest,Male,WHITE,"Camden, Camden County"
2016,Camden County,Camden,5/4/16,22:42,,Adam Tuvel,AdamTuvelCamden,1206 Thurman Street,Other: Robbery,Male,WHITE,"Camden, Camden County"
2016,Camden County,Camden,2/29/16,22:05,,Adam Tuvel,AdamTuvelCamden,Line Street & St. John,Traffic Stop,Male,WHITE,"Camden, Camden County"
2016,Camden County,Camden,9/10/16,0:57,,Adam Tuvel,AdamTuvelCamden,Kossuth Street & Central Avenue,Other: Aggravated Assault,Male,WHITE,"Camden, Camden County"
2016,Camden County,Camden,7/24/16,19:41,,Adam Tuvel,AdamTuvelCamden,Kearsarge Rd & Yorkship Sq,Suspicious Person,Male,WHITE,"Camden, Camden County"
2016,Camden County,Camden,3/20/16,20:20,Camden,Adam Tuvel,AdamTuvelCamden,"1409 Rose St, NJ 08104",Other: Emotionally Disturbed Juvenile,Male,WHITE,"Camden, Camden County"
2012,Monmouth County,Asbury Park,10/1/12,19:31,,Ahmed Lawson,AhmedLawsonAsburyPark,400 Blk Eighth Ave,"Other: Disorderly Conduct, Resisting Arrest",Male,BLACK,"Asbury Park, Monmouth County"
2012,Monmouth County,Asbury Park,7/17/12,19:04,,Ahmed Lawson,AhmedLawsonAsburyPark,4th Ave / Decan Ave,Other: Subject In Water Swinging Golf Club,Male,BLACK,"Asbury Park, Monmouth County"
2014,Monmouth County,Asbury Park,4/6/14,12:22,Neptune,Ahmed H Lawson,AhmedLawsonAsburyPark,I/F/O 1319 Heck Ave,Traffic Stop,Male,BLACK,"Asbury Park, Monmouth County"
2015,Monmouth County,Asbury Park,4/18/15,1:52,,Ahmed H Lawson,AhmedLawsonAsburyPark,911 Kingsley,Other: Large Fight,Male,BLACK,"Asbury Park, Monmouth County"
2012,Monmouth County,Asbury Park,6/3/12,19:41,,Ahmed H Lawson,AhmedLawsonAsburyPark,In Rear of 1310 Springwood,Other Dispute,Male,BLACK,"Asbury Park, Monmouth County"
2016,Monmouth County,Asbury Park,6/3/16,9:55,,Ahmed Lawson,AhmedLawsonAsburyPark,1600 Blk Sewall Ave,Warrant Arrest,Male,BLACK,"Asbury Park, Monmouth County"
2016,Monmouth County,Asbury Park,8/31/16,11:20,,Ahmed H Lawson,AhmedLawsonAsburyPark,1200 Blk Springwood Ave,Traffic Stop,Male,BLACK,"Asbury Park, Monmouth County"
2015,Monmouth County,Asbury Park,5/17/15,0:56,,Ahmed H Lawson,AhmedLawsonAsburyPark,911 Kingsley Street,Crime In Progress,Male,BLACK,"Asbury Park, Monmouth County"
2012,Monmouth County,Asbury Park,4/11/12,BLANK,,Ahmed Lawson,AhmedLawsonAsburyPark,Boston Way Avenue,"Other: Disorderly Conduct, Resisting Arrest, Assault On Police Officer",Male,BLACK,"Asbury Park, Monmouth County"
2012,Monmouth County,Asbury Park,1/26/12,0:27,,Ahmed Lawson,AhmedLawsonAsburyPark,147 Elizabeth Avenue,Other Dispute,Male,BLACK,"Asbury Park, Monmouth County"
2012,Monmouth County,Asbury Park,12/23/12,21:19,,Ahmed Lawson,AhmedLawsonAsburyPark,Springwood/Elizabeth,Other: Subject Made Hand Gesture As If He Was Shutting Police Officer,Male,BLACK,"Asbury Park, Monmouth County"
2016,Monmouth County,Asbury Park,10/3/16,12:00,,Ahmed Lawson,AhmedLawsonAsburyPark,1000 Blk Main Street,Other: Resisting Arrest,Male,BLACK,"Asbury Park, Monmouth County"
2012,Monmouth County,Asbury Park,2/12/12,21:12,,Ahmed H Lawson,AhmedLawsonAsburyPark,500 Blk Prospect,Traffic Stop,Male,BLACK,"Asbury Park, Monmouth County"
2016,Monmouth County,Asbury Park,7/4/16,12:30,,Ahmed Lawson,AhmedLawsonAsburyPark,911 Kingsley Street,Other: Resisting Arrest,Male,BLACK,"Asbury Park, Monmouth County"
2012,Monmouth County,Asbury Park,8/2/12,1:23,,Ahmed H Lawson,AhmedLawsonAsburyPark,1500 Blk Springwood Ave,Other: Disorderly Conduct,Male,BLACK,"Asbury Park, Monmouth County"
2012,Monmouth County,Asbury Park,11/22/12,1:09,,Ahmed H Lawson,AhmedLawsonAsburyPark,900 Blk Kingsley,"Other: Disorderly Conduct, Resisting Arrest",Male,BLACK,"Asbury Park, Monmouth County"
2014,Monmouth County,Asbury Park,7/20/14,11:02,,Ahmed Lawson,AhmedLawsonAsburyPark,Asbury Park Village,Other: Trespassing,Male,BLACK,"Asbury Park, Monmouth County"
2015,Atlantic County,Atlantic City,4/13/15,18:22,,Alberto E Valles,AlbertoEVallesAtlanticCity,Mount Vernon & Atlantic Avenue,Suspicious Person,Male,HISPANIC,"Atlantic City, Atlantic County"
2015,Atlantic County,Atlantic City,5/31/15,20:35,Atlantic City,Alberto E Valles,AlbertoEVallesAtlanticCity,"3 N Raleigh Ave, NJ 08401",Domestic,Male,,"Atlantic City, Atlantic County"
2015,Atlantic County,Atlantic City,7/25/15,21:14,Atlantic City,Alberto E Valles,AlbertoEVallesAtlanticCity,"Late Night Wine & Liquor, 1633 N Atlantic Ave, NJ 08401",Suspicious Person,Male,,"Atlantic City, Atlantic County"
2015,Atlantic County,Atlantic City,8/11/15,1:35,Atlantic City,Alberto E Valles,AlbertoEVallesAtlanticCity,"800 N Virginia Ave, NJ 08401",Crime In Progress,Male,,"Atlantic City, Atlantic County"
2015,Atlantic County,Atlantic City,5/16/15,19:20,Atlantic City,Alberto E Valles,AlbertoEVallesAtlanticCity,"1101 N Atlantic Ave, NJ 08401",Other: Transportation,Male,,"Atlantic City, Atlantic County"
2015,Atlantic County,Atlantic City,5/9/15,19:27,Atlantic City,Alberto E Valles,AlbertoEVallesAtlanticCity,"1 N Tennessee Ave, NJ 08401",Traffic Stop,Male,,"Atlantic City, Atlantic County"
2015,Atlantic County,Atlantic City,5/8/15,23:15,Atlantic City,Alberto E Valles,AlbertoEVallesAtlanticCity,"420 N South Carolina Ave, NJ 08401",Crime In Progress,Male,,"Atlantic City, Atlantic County"
2015,Atlantic County,Atlantic City,9/5/15,23:19,Atlantic City,Alberto E Valles,AlbertoEVallesAtlanticCity,"1254 N Ohio Ave, NJ 08401",Traffic Stop,Male,,"Atlantic City, Atlantic County"
2016,Atlantic County,Atlantic City,3/17/16,18:35,Atlantic City,Alberto E Valles,AlbertoEVallesAtlanticCity,"Borgata Hotel Casino and Spa, 1 N Borgata WA, NJ 08401",Crime In Progress,Male,,"Atlantic City, Atlantic County"
2016,Atlantic County,Atlantic City,6/15/16,21:05,Atlantic City,Alberto Valles,AlbertoEVallesAtlanticCity,"N; Indiana & Hummock Avenue, NJ 08401",Traffic Stop,Male,,"Atlantic City, Atlantic County"
2013,Atlantic County,Atlantic City,11/24/13,6:30,,Alberto Valles,AlbertoEVallesAtlanticCity,PSB Holding Cell #4,Other: Cell Extraction,Male,WHITE,"Atlantic City, Atlantic County"
2014,Atlantic County,Atlantic City,2/4/14,1:30,,Alberto Valles,AlbertoEVallesAtlanticCity,500 N. Kentucky Avenue,Traffic Stop,Male,HISPANIC,"Atlantic City, Atlantic County"
2014,Atlantic County,Atlantic City,6/16/14,0:06,,Alberto E Valles,AlbertoEVallesAtlanticCity,300 North Ocean Avenue,Other: Disorderly,Male,HISPANIC,"Atlantic City, Atlantic County"
2014,Atlantic County,Atlantic City,6/1/14,1:38,,Alberto E Valles,AlbertoEVallesAtlanticCity,Showboat Casino,Other: Disorderly Person,Male,HISPANIC,"Atlantic City, Atlantic County"
2012,Cumberland County,Vineland,7/4/12,17:31,,Alberto Rosario,AlbertoRosarioVineland,1505 W Sherman Ave,Other Dispute,Male,WHITE,"Vineland, Cumberland County"
2012,Cumberland County,Vineland,9/29/12,2:16,,Alberto Rosario,AlbertoRosarioVineland,"313 W Wood St, A",Traffic Stop,Male,WHITE,"Vineland, Cumberland County"
2013,Cumberland County,Vineland,1/29/13,21:40,,Alberto Rosario,AlbertoRosarioVineland,111 N Sixth St,Other Dispute,Male,WHITE,"Vineland, Cumberland County"
2013,Cumberland County,Vineland,5/29/13,19:46,,Alberto Rosario,AlbertoRosarioVineland,"3730 S Delsea Dr, 10B",Domestic,Male,WHITE,"Vineland, Cumberland County"
2013,Cumberland County,Vineland,3/6/13,2:34,,Alberto Rosario,AlbertoRosarioVineland,1600 Caitlin Dr,Domestic,Male,WHITE,"Vineland, Cumberland County"
2012,Cumberland County,Vineland,11/25/12,21:19,,Alberto Rosario,AlbertoRosarioVineland,"733 S East Ave, A",Domestic,Male,WHITE,"Vineland, Cumberland County"
2013,Cumberland County,Vineland,4/7/13,2:44,,Alberto Rosario,AlbertoRosarioVineland,"805 Sawyer Ave, 2",Other Dispute,Male,WHITE,"Vineland, Cumberland County"
2013,Cumberland County,Vineland,4/12/13,2:52,,Alberto Rosario,AlbertoRosarioVineland,707 E Cherry St,Other Dispute,Male,WHITE,"Vineland, Cumberland County"
2014,Cumberland County,Vineland,1/18/14,3:46,,Alberto Rosario,AlbertoRosarioVineland,East Ave/ E Landis Ave,Suspicious Person,Male,WHITE,"Vineland, Cumberland County"
2015,Cumberland County,Vineland,4/27/15,19:54,,Alberto Rosario,AlbertoRosarioVineland,E Plum St/N Seventh St,Traffic Stop,Male,WHITE,"Vineland, Cumberland County"
2015,Cumberland County,Vineland,8/9/15,17:14,,Alberto Rosario,AlbertoRosarioVineland,542 Bradford Dr,Crime In Progress,Male,WHITE,"Vineland, Cumberland County"
2014,Cumberland County,Vineland,3/9/14,3:15,,Alberto Rosario,AlbertoRosarioVineland,111 N Sixth Street (VPD),Other: Nothing,Male,WHITE,"Vineland, Cumberland County"
2015,Cumberland County,Vineland,12/15/15,20:10,Vineland,Alberto Rosario,AlbertoRosarioVineland,"W Montrose St/S Fourth St, NJ 08360",Traffic Stop,Male,WHITE,"Vineland, Cumberland County"
2014,Cumberland County,Vineland,4/3/14,10:53,,Alberto Rosario,AlbertoRosarioVineland,74 Melrose St,Other: Nothing,Male,WHITE,"Vineland, Cumberland County"
2016,Cumberland County,Vineland,7/25/16,1:11,,Alberto Rosario,AlbertoRosarioVineland,111 N Sixth St,Domestic,Male,WHITE,"Vineland, Cumberland County"
2016,Cumberland County,Vineland,7/26/16,19:02,,Alberto Rosario,AlbertoRosarioVineland,2851 Palermo Ave,Domestic,Male,WHITE,"Vineland, Cumberland County"
2016,Cumberland County,Vineland,8/13/16,1:33,,Alberto Rosario,AlbertoRosarioVineland,709 E Grape St,Domestic,Male,WHITE,"Vineland, Cumberland County"
2014,Hudson County,Jersey City,10/8/14,18:31,,Alberto Vasquez,AlbertoVasquezJerseyCity,Armstrong Ave and Bergen Ave,Other: Incident To Arrest,Male,HISPANIC,"Jersey City, Hudson County"
2014,Hudson County,Jersey City,7/8/14,21:12,Jersey City,Alberto Vasquez,AlbertoVasquezJerseyCity,"191 Bergen Ave, NJ 07305","Crime In Progress, Other: Cds Agg Assault On Po",Male,HISPANIC,"Jersey City, Hudson County"
2015,Hudson County,Jersey City,2/17/15,20:01,,Alberto Vasquez,AlbertoVasquezJerseyCity,8 Dwight St,Crime In Progress,Male,HISPANIC,"Jersey City, Hudson County"
2015,Hudson County,Jersey City,10/30/15,16:00,,Alberto Vasquez,AlbertoVasquezJerseyCity,57 Orient Ave,Other: Disorderly Conduct,Male,HISPANIC,"Jersey City, Hudson County"
2015,Hudson County,Jersey City,6/4/15,17:45,,Alberto Vasquez,AlbertoVasquezJerseyCity,Woodlawn Ave and MLK,Suspicious Person,Male,HISPANIC,"Jersey City, Hudson County"
2015,Hudson County,Jersey City,3/13/15,2:43,,Alberto Vasquez,AlbertoVasquezJerseyCity,Wilkinson Ave and Arlington Ave,Other Dispute,Male,HISPANIC,"Jersey City, Hudson County"
2015,Hudson County,Jersey City,3/21/15,3:28,,Alberto Vasquez,AlbertoVasquezJerseyCity,Orient Ave and Martin Luther King Drive,Suspicious Person,Male,HISPANIC,"Jersey City, Hudson County"
2016,Hudson County,Jersey City,4/21/16,10:35,,Alberto Vasquez,AlbertoVasquezJerseyCity,283 Danforth Ave,Other: Investigation,Male,HISPANIC,"Jersey City, Hudson County"
2015,Hudson County,Jersey City,4/9/15,23:09,,Alberto Vasquez,AlbertoVasquezJerseyCity,404 Stegman Pkwy Apt A2,Domestic,Male,HISPANIC,"Jersey City, Hudson County"
2015,Hudson County,Jersey City,10/1/15,15:40,Jersey City,Alberto Vasquez,AlbertoVasquezJerseyCity,"11 Stevens Ave, NJ 07305",Crime In Progress,Male,HISPANIC,"Jersey City, Hudson County"
2015,Hudson County,Jersey City,7/9/15,20:34,,Alberto Vasquez,AlbertoVasquezJerseyCity,191 Bergen Avenue,Other: Actor In Custody Spit Bodily Fluids And Kicked Ofc,Male,HISPANIC,"Jersey City, Hudson County"
2016,Hudson County,Jersey City,2/19/16,21:52,,Alberto Vasquez,AlbertoVasquezJerseyCity,96 Bergen Ave,Other: Actor Was In Possession Of Cds / Marijuana,Male,HISPANIC,"Jersey City, Hudson County"
2016,Hudson County,Jersey City,2/29/16,18:40,,Alberto Vasquez,AlbertoVasquezJerseyCity,89 Bostwick Ave,Other: Possession Of Cds / Marijuana,Male,HISPANIC,"Jersey City, Hudson County"
2013,Mercer County,Ewing,6/28/13,2:42,Ewing,Albert Rhodes,AlbertRhodesEwing,"93 Theresa Street, NJ 08618",Suspicious Person,Male,WHITE,"Ewing, Mercer County"
2013,Mercer County,Ewing,8/10/13,15:55,,Albert Rhodes,AlbertRhodesEwing,Upper Cuts Barber Shop- 1682 Pennington ILLEGIBLE,Suspicious Person,Male,WHITE,"Ewing, Mercer County"
2013,Mercer County,Ewing,11/25/13,1:36,Ewing,Albert Rhodes,AlbertRhodesEwing,"810 Scenic Drive, NJ 08628",Domestic,Male,WHITE,"Ewing, Mercer County"
2014,Mercer County,Ewing,3/22/14,23:56,Ewing,Albert Rhodes,AlbertRhodesEwing,"1661 Olden Avenue, NJ 08638",Traffic Stop,Male,WHITE,"Ewing, Mercer County"
2014,Mercer County,Ewing,9/20/14,0:13,Ewing,Albert Rhodes,AlbertRhodesEwing,"2115 Pennington Road, NJ 08638",Other: Burglary Investigation,Male,WHITE,"Ewing, Mercer County"
2016,Mercer County,Ewing,2/15/16,23:38,Ewing,Albert Rhodes,AlbertRhodesEwing,"262 Ewingville Road, NJ 08638",Domestic,Male,WHITE,"Ewing, Mercer County"
2014,Mercer County,Ewing,10/18/14,15:00,Ewing,Albert Rhodes,AlbertRhodesEwing,"1915 Pennington Road, NJ 08618",Other: Local Ordinance Arrest,Male,WHITE,"Ewing, Mercer County"
