officerid,sId,count,dept,name
MatthewRKilroyJerseyCity,7,18,"Jersey City, Hudson County",Matthew Kilroy
RobertJReynoldsAtlanticCity,8,18,"Atlantic City, Atlantic County",Robert Reynolds
RobertHayesBridgetonCity,9,18,"Bridgeton City, Cumberland County",Robert Hayes
TimothyLindbergHaledon,10,18,"Haledon, Passaic County",Timothy Lindberg
JeffreyMScullBridgetonCity,11,18,"Bridgeton City, Cumberland County",Jeffrey Scull
FelipeLaboyVineland,12,18,"Vineland, Cumberland County",Felipe Laboy
JohnHoodBelleville,13,18,"Belleville, Essex County",John Hood
TimothyDBrownGlassboro,14,18,"Glassboro, Gloucester County",Timothy Brown
JonathanMinacapelliSouthRiver,15,18,"South River, Middlesex County",Jonathan Minacapelli
BrianERobbinsDunellen,16,18,"Dunellen, Middlesex County",Brian Robbins
LuisTorresPaterson,17,18,"Paterson, Passaic County",Luis Torres
SSMacolinoPaterson,18,18,"Paterson, Passaic County",S Macolino
TroyEOswaldPaterson,19,18,"Paterson, Passaic County",Troy Oswald
RaymondSofieldMiddletown,20,18,"Middletown, Monmouth County",Raymond Sofield
RichardJRobertielloHowell,21,18,"Howell, Monmouth County",Richard Robertiello
MichaelFranciscoAtlanticCity,22,18,"Atlantic City, Atlantic County",Michael Francisco
NicholasMGrungoLindenwold,23,18,"Lindenwold, Camden County",Nicholas Grungo
MustafaOzdemirVineland,24,18,"Vineland, Cumberland County",Mustafa Ozdemir
MatthewDonnellyWildwood,25,18,"Wildwood, Cape May County",Matthew Donnelly
JohnKellyCamden,26,18,"Camden, Camden County",John Kelly
MalikMTolbertAtlanticCity,27,18,"Atlantic City, Atlantic County",Malik Tolbert
NicholasRFrancoTomsRiver,28,18,"Toms River, Ocean County",Nicholas Franco
RyanDeGrawNewBrunswick,29,18,"New Brunswick, Middlesex County",Ryan Degraw
JustinRHeffernanSeasideHeights,30,18,"Seaside Heights, Ocean County",Justin Heffernan
MarvinCShawNewBrunswick,31,18,"New Brunswick, Middlesex County",Marvin Shaw
ShawnScottMillville,32,18,"Millville, Cumberland County",Shawn Scott
AnthonyGrajales-PradoAtlanticCity,33,18,"Atlantic City, Atlantic County",Anthony Grajales
ThomasJGoganAsburyPark,34,18,"Asbury Park, Monmouth County",Thomas Gogan
JuanBetancourthBayonne,35,18,"Bayonne, Hudson County",Juan Betancourth
RobertRunofNewBrunswick,36,18,"New Brunswick, Middlesex County",Robert Runof
JosephBGriffithsEggHarborTownship,37,18,"Egg Harbor Township, Atlantic County",Joseph Griffiths
MathewVazquezPerthAmboy,38,18,"Perth Amboy, Middlesex County",Matthew Vazquez
MarkFabbricatoreBayonne,39,18,"Bayonne, Hudson County",Mark Fabbricatore
JosephMHeunemanMorristown,40,18,"Morristown, Morris County",Joseph Heuneman
MatthewSiciliaWildwood,41,18,"Wildwood, Cape May County",Matthew Sicilia
BarryDLarawayRoselle,42,18,"Roselle, Union County",B Laraway
BenjaminWMcKinneyGloucesterCity,43,18,"Gloucester City, Camden County",Benjamin McKinney
LuisSanchezCamden,44,18,"Camden, Camden County",Luis Sanchez
RubenVelazquezPerthAmboy,45,18,"Perth Amboy, Middlesex County",Ruben Velazquez
KyleGrafCamden,46,18,"Camden, Camden County",Kyle Graf
IvanPLopezAtlanticCity,47,18,"Atlantic City, Atlantic County",Ivan Lopez
DanielWanatHillside,48,18,"Hillside, Union County",Daniel Wanat
MarkCFerraroMaplewood,49,18,"Maplewood, Essex County",Mark Ferraro
JosueDuranNewark,50,18,"Newark, Essex County",Josue Duran
BernardGesuelliNewark,51,18,"Newark, Essex County",Bernard Gesuelli
DavidSGillilandHowell,52,18,"Howell, Monmouth County",David Gilliland
BrechnerJeannotIrvington,53,18,"Irvington, Essex County",Brechner Jeannot
KennethMBowesJerseyCity,0,17,"Jersey City, Hudson County",Kenneth Bowes
JasonJudiceVineland,1,17,"Vineland, Cumberland County",Jason Judice
ChristopherLongoLawrence,2,17,"Lawrence, Mercer County",Christopher Longo
JamesLarkinLawrence,3,17,"Lawrence, Mercer County",James Larkin
GeorgeGuzmanHaledon,4,17,"Haledon, Passaic County",George Guzman
JoshuaSchwnegerAtlanticCity,5,17,"Atlantic City, Atlantic County",Joshua Schwenger
ThomasWDoremusRedBank,6,17,"Red Bank, Monmouth County",Thomas Doremus
TimothyPasqualeSomerville,7,17,"Somerville, Somerset County",Timothy Pasquale
BretBeneventoCliffsidePark,8,17,"Cliffside Park, Bergen County",Bret Benevento
AnthonyJRodriguezPomptonLakes,9,17,"Pompton Lakes, Passaic County",Anthony Rodriguez
AnthonyCapelliVineland,10,17,"Vineland, Cumberland County",Anthony Capelli
RobertKeilyElizabeth,11,17,"Elizabeth, Union County",Robert Keily
FrankGauthierRoselle,12,17,"Roselle, Union County",Frank Gauthier
JoeFLeonAsburyPark,13,17,"Asbury Park, Monmouth County",Joe Leon
ViktorDiazCamden,14,17,"Camden, Camden County",Viktor Diaz
JonathanKBustiosPaterson,15,17,"Paterson, Passaic County",Jonathan Bustios
JoshuaSPedalinoTomsRiver,16,17,"Toms River, Ocean County",Joshua Pedalino
AlonsoBermudezPaterson,17,17,"Paterson, Passaic County",Alonso Bermudez
ThomasMoynihanAtlanticCity,18,17,"Atlantic City, Atlantic County",Thomas Moynihan
DeenaJBertoliniBridgetonCity,19,17,"Bridgeton City, Cumberland County",Deena Bertolini
WalterHiresAtlanticCity,20,17,"Atlantic City, Atlantic County",Walter Hires
RyanJDunnLawrence,21,17,"Lawrence, Mercer County",Ryan Dunn
WilsonLazuPaterson,22,17,"Paterson, Passaic County",Wilson Lazu
MarkSantiagoNorthWildwood,23,17,"North Wildwood, Cape May County",Mark Santiago
RyanDaughtonNewBrunswick,24,17,"New Brunswick, Middlesex County",Ryan Daughton
SalvatoresSMacolinoClifton,25,17,"Clifton, Passaic County",Salvatore Macolino
JosephLabonneMillville,26,17,"Millville, Cumberland County",Joseph Labonne
TymurZavalnyukLakewood,27,17,"Lakewood, Ocean County",Tymur Zavalnyuk
CraigFPalmaGloucester,28,17,"Gloucester, Camden County",Craig Palma
NicholasMarescaHopatcong,29,17,"Hopatcong, Sussex County",Nicholas Maresca
AhmedLawsonAsburyPark,30,17,"Asbury Park, Monmouth County",Ahmed Lawson
JoseGonzalesAtlanticCity,31,17,"Atlantic City, Atlantic County",Jose Gonzales
JohnABocchinoEastOrange,32,17,"East Orange, Essex County",John Bocchino
MatthewDDivitoEvesham,33,17,"Evesham, Burlington County",Matthew Divito
MatthewCCrabtreeGloucester,34,17,"Gloucester, Camden County",Matthew Crabtree
BrandonJBurkhardtLakewood,35,17,"Lakewood, Ocean County",Brandon Burkhardt
RickJWattGlassboro,36,17,"Glassboro, Gloucester County",Rick Watt
PatrickJHarrisWoodbridge,37,17,"Woodbridge, Middlesex County",Patrick Harris
PaulinoBApistarEvesham,38,17,"Evesham, Burlington County",Paulino Apistar
AntonioMartinezAsburyPark,39,17,"Asbury Park, Monmouth County",Antonio Martinez
SeanGreenbergerJackson,40,17,"Jackson, Ocean County",Sean Greenberger
PeterJMancoManchester,41,17,"Manchester, Ocean County",Peter Manco
CuongDSamAtlanticCity,42,17,"Atlantic City, Atlantic County",Cuong Sam
AngeloQuinnBelleville,43,17,"Belleville, Essex County",Angelo Quinn
AlbertoRosarioVineland,44,17,"Vineland, Cumberland County",Alberto Rosario
ChristopherMirandaPerthAmboy,45,17,"Perth Amboy, Middlesex County",Christopher Miranda
StewartOwensTrenton,46,17,"Trenton, Mercer County",Stewart Owens
VincentBonnerHowell,47,17,"Howell, Monmouth County",Vincent Bonner
RobertCHagermanNeptuneTownship,48,17,"Neptune Township, Monmouth County",Robert Hagerman
GaryPBrennerGalloway,49,17,"Galloway, Atlantic County",Gary Brenner
PascalMGambardellaTomsRiver,50,17,"Toms River, Ocean County",Pascal Gambardella
RafaelReyesBelleville,51,17,"Belleville, Essex County",Rafael Reyes
JoseLAliceaWestNewYork,52,17,"West New York, Hudson County",Jose Alicea
TimothyMHartElizabeth,53,17,"Elizabeth, Union County",Timothy Hart
AdamTuvelCamden,54,17,"Camden, Camden County",Adam Tuvel
JosephRMatthewsMapleShade,55,17,"Maple Shade, Burlington County",Joseph Matthews
EdmundWRedmondJerseyCity,56,17,"Jersey City, Hudson County",Edmund Redmond
RobertBellLongBranch,57,17,"Long Branch, Monmouth County",Robert Bell
AnthonyMordagaParamus,58,17,"Paramus, Bergen County",Anthony Mordaga
WalterMichalskiDover,59,17,"Dover, Morris County",Walter Michalski
BillyLyElizabeth,60,17,"Elizabeth, Union County",Billy Ly
JohnWFlinnGloucester,61,17,"Gloucester, Camden County",John Flinn
KevinATarasevichWashington,62,17,"Washington, Gloucester County",Kevin Tarasevich
JasonPSwanMountHolly,63,17,"Mount Holly, Burlington County",Jason Swan
DanielPentPaterson,64,17,"Paterson, Passaic County",Daniel Pent
LouisHTarantoTomsRiver,65,17,"Toms River, Ocean County",Louis Taranto
DavidDimartinoHoboken,66,17,"Hoboken, Hudson County",David Dimartino
AndrewJPerezHoboken,67,17,"Hoboken, Hudson County",Andrew Perez
MatthewTCasterlineHillside,68,17,"Hillside, Union County",Matthew Casterline
KeithDRutherfordHamilton,69,17,"Hamilton, Mercer County",Keith Rutherford
OmarCouloteOrange,70,17,"Orange, Essex County",Omar Coulote
BrentAMundyTomsRiver,71,17,"Toms River, Ocean County",Brent Mundy
MatthewFordSecaucus,72,17,"Secaucus, Hudson County",Matthew Ford
MichaelJPerezVoorhees,73,17,"Voorhees, Camden County",Michael Perez
JohnFSteverLawrence,74,17,"Lawrence, Mercer County",John Stever
MatthewWisnowskiLinden,75,17,"Linden, Union County",Matthew Wisnowski
WilliamRBommerHowell,76,17,"Howell, Monmouth County",William Bommer
JamieTannisNewark,77,17,"Newark, Essex County",Jamie Tannis
CraigBarnettOrange,78,17,"Orange, Essex County",Craig Barnett
MigdaliaSanchezCamden,79,17,"Camden, Camden County",Migdalia Sanchez
RafaelMartinezCamden,80,17,"Camden, Camden County",Rafael Martinez
ChristopherAScudieriUniontownship,81,17,"Union township, Union County",Christopher Scudieri
CharlesByrdWildwood,82,17,"Wildwood, Cape May County",Charles Byrd
MatthewEDicamilloGloucester,83,17,"Gloucester, Camden County",Matthew DiCamillo
WilliamTEliasonRiverside,0,16,"Riverside, Burlington County",William Eliason
JoseAGonzalezTrenton,1,16,"Trenton, Mercer County",Jose Gonzalez
TylerVRagauckasLakewood,2,16,"Lakewood, Ocean County",Tyler Ragauckas
JosephMDaileyBridgewater,3,16,"Bridgewater, Somerset County",Joseph Dailey
JosephStylesBayonne,4,16,"Bayonne, Hudson County",Joseph Styles
AnthonyCastronovaPaterson,5,16,"Paterson, Passaic County",Anthony Castronova
BrandonKerseyCamden,6,16,"Camden, Camden County",Brandon Kersey
ArgenisBernardCamden,7,16,"Camden, Camden County",Argenis Bernard
EmerySimmonsPassaic,8,16,"Passaic, Passaic County",Emery Simmons
RyanRichardsHowell,9,16,"Howell, Monmouth County",Ryan Richards
JohnBeasleyStratford,10,16,"Stratford, Camden County",John Beasley
GinoQuelopanaElizabeth,11,16,"Elizabeth, Union County",Gino Quelopana
JoseAnayaHamilton,12,16,"Hamilton, Mercer County",Jose Anaya
TimothyCRichvalskyAtlanticCity,13,16,"Atlantic City, Atlantic County",Timothy Richvalsky
BlaiseODonnellGloucesterCity,14,16,"Gloucester City, Camden County",Blaise ODonnell
StevenGFlanneryWestDeptford,15,16,"West Deptford, Gloucester County",Steven Flannery
DavidAFuncastaWestNewYork,16,16,"West New York, Hudson County",David Funcasta
JoseClassLindenwold,17,16,"Lindenwold, Camden County",Jose Class
SumonMajumderAtlanticCity,18,16,"Atlantic City, Atlantic County",Sumon Majumder
GarySiculietanoPointPleasantBeach,19,16,"Point Pleasant Beach, Ocean County",Gary Siculietano
PetersonAuculeAtlanticCity,20,16,"Atlantic City, Atlantic County",Peterson Aucule
TheodoreKucowskiJackson,21,16,"Jackson, Ocean County",Theodore Kucowski
BijoyRodriguezPaterson,22,16,"Paterson, Passaic County",Bijoy Rodriguez
EduardoOcasioVineland,23,16,"Vineland, Cumberland County",Eduardo Ocasio
RobertShamrockLongBranch,24,16,"Long Branch, Monmouth County",Robert Shamrock
CraigWFinkLakewood,25,16,"Lakewood, Ocean County",Craig Fink
SeanHealeyFreeholdBoro,26,16,"Freehold Boro, Monmouth County",Sean Healey
JohnathanGomezMillville,27,16,"Millville, Cumberland County",Johnathan Gomez
NicholasLozziFreeholdBoro,28,16,"Freehold Boro, Monmouth County",Nicholas Lozzi
JesusMMedinaNorthPlainfield,29,16,"North Plainfield, Somerset County",Jesus Medina
JonathanWalshCamden,30,16,"Camden, Camden County",Jonathan Walsh
MichaelPWittevrongelUniontownship,31,16,"Union township, Union County",M Wittevrongel
MichaelPierDover,32,16,"Dover, Morris County",Michael Pier
TimothyRamirezCamden,33,16,"Camden, Camden County",Timothy Ramirez
JorgeJoaquimElizabeth,34,16,"Elizabeth, Union County",Jorge Joaquim
GeorgeJManganaroPennsGrove,35,16,"Penns Grove, Salem County",George Manganaro
BorisIvanovskiGarfield,36,16,"Garfield, Bergen County",Boris Ivanovski
StephenECavallaroGlassboro,37,16,"Glassboro, Gloucester County",Stephen Cavallaro
JorgeLArochoPerthAmboy,38,16,"Perth Amboy, Middlesex County",Jorge Arocho
MichaelEscottBelleville,39,16,"Belleville, Essex County",Michael Escott
WilliamStadnickMillville,40,16,"Millville, Cumberland County",William Stadnick
JosephRJohnsonPennsGrove,41,16,"Penns Grove, Salem County",Joseph Johnson
ManuelJLopezPerthAmboy,42,16,"Perth Amboy, Middlesex County",Manuel Lopez
SebastianGomezPaterson,43,16,"Paterson, Passaic County",Sebastian Gomez
DavidHavertyElizabeth,44,16,"Elizabeth, Union County",David Haverty
FernandoBadilloCamden,45,16,"Camden, Camden County",Fernando Badillo
AlexanderJParisiAsburyPark,46,16,"Asbury Park, Monmouth County",Alexander Parisi
JoseAMaldonadoWoodbridge,47,16,"Woodbridge, Middlesex County",Jose Maldonado
KyleVSnyderGlassboro,48,16,"Glassboro, Gloucester County",Kyle Snyder
EdwardPinkeviczElizabeth,49,16,"Elizabeth, Union County",Edward Pinkevicz
TylerBenderEwing,50,16,"Ewing, Mercer County",Tyler Bender
LouisRiveraVineland,51,16,"Vineland, Cumberland County",Louis Rivera
GuillermoGalvanPaterson,52,16,"Paterson, Passaic County",Guillermo Galvan
AlexanderJWrightMaplewood,53,16,"Maplewood, Essex County",Alexander Wright
MohanSinghPaterson,54,16,"Paterson, Passaic County",Mohan Singh
StephenSzbanzTrenton,55,16,"Trenton, Mercer County",Stephen Szbanz
JohnADevlinAtlanticCity,56,16,"Atlantic City, Atlantic County",John Devlin
StephenBezichCamden,57,16,"Camden, Camden County",Stephen Bezich
MichaelASchiarettiTrenton,58,16,"Trenton, Mercer County",Michael Schiaretti
DennisPMcGrailWashington,59,16,"Washington, Gloucester County",Dennis McGrail
AngelGJimenezPaterson,60,16,"Paterson, Passaic County",Angel Jimenez
RuiXavierElizabeth,61,16,"Elizabeth, Union County",Rui Xavier
PatrickGuidoHamilton,62,16,"Hamilton, Mercer County",Patrick Guido
DavidJChudySomerville,63,16,"Somerville, Somerset County",David Chudy
HenryGliottoneNewBrunswick,64,16,"New Brunswick, Middlesex County",Henry Gliottone
BrianDAnthonySomerville,65,16,"Somerville, Somerset County",Brian Anthony
RobertKellyStratford,66,16,"Stratford, Camden County",Robert Kelly
JamesMHurleyAtlanticCity,67,16,"Atlantic City, Atlantic County",James Hurley
MichaelTreadwayCamden,68,16,"Camden, Camden County",Michael Treadway
RaymondDiazBloomfield,69,16,"Bloomfield, Essex County",Raymond Diaz
ChristopherMarkeyHoboken,0,15,"Hoboken, Hudson County",Christopher Markey
MiguelCruzPaterson,1,15,"Paterson, Passaic County",Miguel Cruz
RobertFSheaCamden,2,15,"Camden, Camden County",Robert Shea
RyanDubielCamden,3,15,"Camden, Camden County",Ryan Dubiel
HenryWhiteAtlanticCity,4,15,"Atlantic City, Atlantic County",Henry White
WilliamGrassoCamden,5,15,"Camden, Camden County",William Grasso
AnthonyPayneWildwood,6,15,"Wildwood, Cape May County",Anthony Payne
RobertSKennedyRedBank,7,15,"Red Bank, Monmouth County",Robert Kennedy
FrankJBoppTomsRiver,8,15,"Toms River, Ocean County",Frank Bopp
MatthewCarneyWoodbridge,9,15,"Woodbridge, Middlesex County",Matthew Carney
MichaelESanchezJerseyCity,10,15,"Jersey City, Hudson County",Michael Sanchez
BenjaminJSpringerRedBank,11,15,"Red Bank, Monmouth County",Benjamin Springer
CharlesReimanCarteret,12,15,"Carteret, Middlesex County",Charles Reiman
BenjaminRamosIrvington,13,15,"Irvington, Essex County",Benjamin Ramos
HenrySuarezNewark,14,15,"Newark, Essex County",Henry Suarez
LanceKMeslerMaplewood,15,15,"Maplewood, Essex County",Lance Mesler
MarioDaSilvaNewark,16,15,"Newark, Essex County",Mario Dasilva
AntonioGennettaCamden,17,15,"Camden, Camden County",Antonio Gennetta
AndrewKolimagaWildwood,18,15,"Wildwood, Cape May County",Andrew Kolimaga
JosephReimanCarteret,19,15,"Carteret, Middlesex County",Joseph Reiman
NicholasBergamoVineland,20,15,"Vineland, Cumberland County",Nicholas Bergamo
SeanPGearrenMaplewood,21,15,"Maplewood, Essex County",Sean Gearren
PatrickQuinnWildwood,22,15,"Wildwood, Cape May County",Patrick Quinn
RafaelAPuntielPerthAmboy,23,15,"Perth Amboy, Middlesex County",Rafael Puntiel
TimothyMillerCamden,24,15,"Camden, Camden County",Timothy Miller
StevenPassamanoLyndhurst,25,15,"Lyndhurst, Bergen County",Steven Passamano
PascalMedinaPerthAmboy,26,15,"Perth Amboy, Middlesex County",Pascal Medina
MichaelPPetersAtlanticCity,27,15,"Atlantic City, Atlantic County",Michael Peters
MichaelWallaceVineland,28,15,"Vineland, Cumberland County",Michael Wallace
PaulRCifuentesVineland,29,15,"Vineland, Cumberland County",Paul Cifuentes
PeterGrazianoNutley,30,15,"Nutley, Essex County",Peter Graziano
TyrrellBagbyCamden,31,15,"Camden, Camden County",Tyrrell Bagby
MichaelFMcCabeWoodburyHeights,32,15,"Woodbury Heights, Gloucester County",Michael McCabe
DanielAMurphyHowell,33,15,"Howell, Monmouth County",Daniel Murphy
EricPChunnNeptuneTownship,34,15,"Neptune Township, Monmouth County",Eric Chunn
HectorRiveraWoodbridge,35,15,"Woodbridge, Middlesex County",Hector Rivera
OwenFloresVineland,36,15,"Vineland, Cumberland County",Owen Flores
MichaelSGuarinoManchester,37,15,"Manchester, Ocean County",Michael Guarino
AlexHaleyIrvington,38,15,"Irvington, Essex County",Alex Haley
CharlesAHeintzAtlanticCity,39,15,"Atlantic City, Atlantic County",Charles Heintz
JohnNortonMiddle,40,15,"Middle, Cape May County",John Norton
MichaelSMacDonaldTomsRiver,41,15,"Toms River, Ocean County",Michael MacDonald
JasonTPedersonLakewood,42,15,"Lakewood, Ocean County",Jason Pederson
MichaelJWhitmoreLawrence,43,15,"Lawrence, Mercer County",Michael Whitmore
DennisDowdenLakewood,44,15,"Lakewood, Ocean County",Dennis Dowden
MichaelBZadlockRedBank,45,15,"Red Bank, Monmouth County",Michael Zadlock
RobertMageeVineland,46,15,"Vineland, Cumberland County",Robert Magee
TimothyJDrewLawrence,47,15,"Lawrence, Mercer County",Timothy Drew
MichaelDennisVineland,48,15,"Vineland, Cumberland County",Michael Dennis
MatthewRCocuzzaAtlanticCity,49,15,"Atlantic City, Atlantic County",Matthew Cocuzza
AndresMejiaLawrence,50,15,"Lawrence, Mercer County",Andres Mejia
MichaelFountasCamden,51,15,"Camden, Camden County",Michael Fountas
TimothyMillerTrenton,52,15,"Trenton, Mercer County",Timothy Miller
TysemeJHolmesPaterson,53,15,"Paterson, Passaic County",Tyseme Holmes
MichaelEAbateGlassboro,54,15,"Glassboro, Gloucester County",Michael Abate
AnthonyJManzoTrenton,55,15,"Trenton, Mercer County",Anthony Manzo
MatthewMurphyNutley,56,15,"Nutley, Essex County",Matthew Murphy
HaleyMFilerGlassboro,57,15,"Glassboro, Gloucester County",Haley Filer
WilliamDMcCainGlassboro,58,15,"Glassboro, Gloucester County",William McCain
AlejandroAlvaradoUnionCity,59,15,"Union City, Hudson County",Alejandro Alvarado
AntonioDominguezCarteret,60,15,"Carteret, Middlesex County",Antonio Dominguez
GeorgeAMooreGlassboro,61,15,"Glassboro, Gloucester County",George Moore
WesleyLSanchesSouthRiver,62,15,"South River, Middlesex County",Wesley Sanches
HenryREspin-ZamoraWestNewYork,63,15,"West New York, Hudson County",Henry Espin-Zamora
StevenTChellHamilton,64,15,"Hamilton, Mercer County",Steven Chell
DanielCRitzGloucester,65,15,"Gloucester, Camden County",Daniel Ritz
RyanAValeriBrick,66,15,"Brick, Ocean County",Ryan Valeri
AramisAlbaPaterson,67,15,"Paterson, Passaic County",Aramis Alba
